BsmtFinSF1,GarageArea,GarageFinish,GrLivArea,KitchenQual,MasVnrArea,OpenPorchSF,OverallQual,TotalBsmtSF,YearBuilt
141,360,0,3.139249217571607,0,0.0,0,7,689,1928
0,368,0,3.2400497721126476,1,0.0,0,4,715,1920
831,521,1,3.3138672203691533,1,268.0,228,6,1151,1988
812,286,0,3.0523090996473234,1,0.0,0,5,936,1954
0,440,3,3.2355284469075487,0,0.0,48,7,840,2004
504,338,0,3.0211892990699383,1,0.0,0,5,1050,1956
814,576,0,3.04688519083771,0,0.0,78,6,1114,2003
567,750,2,3.0224283711854865,2,85.0,80,5,1008,1958
1153,682,3,3.2022157758011316,2,0.0,120,8,1593,2001
695,318,2,3.0842186867392387,1,196.0,111,5,1214,1967
641,264,0,2.9116901587538613,0,0.0,0,5,816,1982
0,400,0,3.1861083798132053,1,0.0,0,5,0,1979
1036,795,0,3.4930395883176515,0,0.0,16,8,1360,1918
0,685,2,3.2830749747354715,0,0.0,51,8,1079,2006
0,672,0,3.0402066275747113,1,0.0,64,5,1097,1994
660,423,0,3.2430380486862944,1,0.0,0,6,983,1940
0,288,0,2.9943171526696366,1,297.0,0,6,483,1972
282,576,0,2.9916690073799486,1,0.0,312,6,981,1971
1018,447,2,3.230448921378274,0,0.0,38,5,1398,1959
708,308,0,2.9116901587538613,1,0.0,0,5,816,1957
666,622,2,3.2648178230095364,0,0.0,45,7,944,2001
837,576,1,3.401572845676446,1,0.0,20,6,942,1973
828,902,0,3.0008677215312267,1,76.0,0,5,1002,1970
0,294,0,2.924795995797912,1,0.0,0,4,721,1950
747,564,0,2.998259338423699,0,0.0,0,6,936,1992
1088,856,3,3.2337573629655103,2,262.0,26,8,1713,2004
1005,576,0,3.149834696715785,0,0.0,0,6,1392,1988
600,923,1,3.092018470752797,1,0.0,158,6,912,1957
633,648,0,3.0170333392987803,1,0.0,0,4,1064,1963
1180,608,2,3.208441356438567,0,0.0,152,8,1595,1995
528,601,0,3.150449409460881,1,0.0,51,6,1184,1958
649,576,2,3.290034611362518,0,1600.0,10,7,975,1997
320,490,0,3.035829825252828,1,104.0,0,5,1086,1954
1309,528,2,3.1975562131535367,0,0.0,312,5,1324,1923
619,624,0,2.885361220031512,1,0.0,0,5,768,1970
982,676,1,3.140193678578631,0,0.0,0,6,1161,1972
0,647,2,3.336259552014193,0,149.0,87,8,1284,2002
0,287,0,2.8573324964312685,1,0.0,0,3,0,1949
493,520,0,3.4459154139511234,1,0.0,547,6,1510,1920
0,576,0,2.971275848738105,1,0.0,32,4,936,1953
920,588,2,3.072249897613515,1,0.0,0,4,1138,1972
0,954,2,3.227629649571009,0,0.0,56,7,1689,2007
732,280,1,2.976808337338066,1,0.0,36,4,948,1954
420,440,0,3.1795517911651876,0,513.0,32,6,756,2000
492,450,1,2.951337518795918,1,0.0,0,5,894,1968
822,644,2,3.2676409823459154,0,0.0,108,7,900,2009
0,290,0,2.926856708949692,1,0.0,0,4,0,1957
544,0,1,2.8887409606828927,0,0.0,0,3,544,1931
816,666,3,3.510276844417355,0,579.0,86,8,2033,1995
724,632,1,3.090610707828407,0,82.0,0,7,1232,2007
0,528,0,3.06595298031387,1,168.0,0,7,1164,1969
324,160,0,3.0962145853464054,1,0.0,0,5,912,1930
353,572,1,3.2271150825891253,1,0.0,0,5,747,1948
625,440,3,3.292256071356476,0,103.48106712564544,48,6,860,2002
273,286,2,3.0382226383687185,1,0.0,0,4,546,1970
552,400,0,2.951337518795918,1,0.0,0,4,894,1954
1013,558,2,3.1699681739968923,0,167.0,29,7,1453,2003
188,270,0,3.0253058652647704,0,0.0,90,5,1060,1968
946,484,1,3.1571544399062814,0,266.0,98,7,1436,2004
0,504,0,3.0187004986662433,3,0.0,0,5,540,1952
390,320,0,3.2474822606770544,1,0.0,341,7,880,1914
538,432,0,2.9116901587538613,1,0.0,0,6,816,1930
250,400,3,3.155336037465062,1,0.0,0,7,384,2000
379,303,3,3.2711443179490782,1,0.0,0,5,1617,1955
1070,648,3,3.1760912590556813,0,45.0,20,7,1356,2006
419,312,2,3.041392685158225,1,0.0,0,4,1100,1960
546,264,0,2.9116901587538613,1,0.0,0,5,816,1982
967,308,1,3.1231980750319988,1,0.0,104,5,1350,1959
1338,842,2,3.3609718837259357,2,420.0,274,10,1722,2008
167,572,0,2.936513742478893,1,0.0,0,5,864,1955
0,453,0,3.1024337056813365,0,0.0,144,7,1257,2005
614,0,1,2.9334872878487053,1,0.0,0,4,858,1971
426,506,2,3.2329961103921536,0,120.0,70,6,832,1993
0,264,0,3.050379756261458,1,0.0,0,4,732,1939
0,460,2,3.2166935991697545,1,0.0,40,6,953,1999
510,288,2,2.941511432634403,1,0.0,0,5,864,1968
0,522,2,3.2523675144598987,2,0.0,151,8,1753,2001
1186,416,3,3.2645817292380777,0,106.0,87,6,1477,1957
381,484,0,3.2713768718940743,0,44.0,96,5,780,1976
528,588,3,3.2335037603411343,1,122.0,54,5,1626,1959
285,462,3,3.089551882886454,1,0.0,0,6,561,1980
0,890,2,3.2041199826559246,0,640.0,56,8,1566,2007
0,460,3,3.2041199826559246,1,0.0,38,6,916,1997
0,240,1,3.1283992687178066,1,0.0,114,5,896,1936
767,540,2,3.0515383905153275,2,0.0,0,5,1126,1977
658,264,0,2.965201701025912,1,0.0,0,5,876,1984
616,205,0,2.7895807121644256,1,0.0,0,5,616,1921
0,0,1,3.255272505103306,1,0.0,0,5,1800,1961
1024,505,2,3.1775364999298623,1,90.0,0,6,1505,1953
1283,621,3,3.2166935991697545,0,459.0,0,5,1430,1977
1024,451,3,3.0538464268522527,0,0.0,64,4,1132,2005
821,470,2,3.246498580795801,0,0.0,99,6,928,1997
0,240,0,3.1844074854123203,1,0.0,0,4,0,1945
0,336,0,3.388633969351789,0,0.0,0,6,804,1919
16,457,3,3.1772478362556233,0,16.0,0,7,1346,2005
256,220,0,3.0655797147284485,1,0.0,98,3,1162,1955
436,440,0,3.1832698436828046,0,456.0,0,6,756,2000
560,288,0,2.9708116108725178,1,114.0,0,5,935,1965
0,270,0,2.910090545594068,0,0.0,113,6,813,1930
603,230,0,3.3027637084729817,2,0.0,0,5,896,1948
1085,514,0,3.367169488534681,0,99.0,121,7,1475,1990
420,282,0,3.1925674533365456,1,0.0,0,5,910,1950
194,528,2,3.2211533219547053,1,0.0,28,7,832,1976
1065,522,3,3.3242824552976926,2,0.0,0,7,2110,1968
648,684,2,3.2518814545525276,0,0.0,162,6,824,1997
548,336,2,3.1687920203141817,1,0.0,26,5,757,1977
0,256,0,3.1420764610732848,0,0.0,0,5,811,1954
0,380,1,3.232487866352986,0,117.0,40,7,976,2004
600,440,1,3.2390490931401916,0,0.0,0,6,912,1962
664,520,1,3.3827372657613304,1,0.0,0,5,954,1900
642,493,0,3.2805783703680764,0,0.0,133,7,915,1994
504,506,0,3.1082266563749283,1,0.0,0,5,931,1962
0,573,2,3.0835026198302673,0,0.0,0,7,1212,2001
0,672,1,3.189770956346874,2,0.0,0,7,952,1925
400,384,3,2.9912260756924947,1,0.0,0,5,980,1967
296,470,3,3.2579184503140586,2,0.0,0,6,1073,1956
1056,384,0,3.0236639181977933,1,0.0,42,4,1056,1966
0,484,2,3.091315159697223,0,0.0,30,8,1234,2007
0,440,0,3.114610984232173,1,304.0,0,5,630,1970
0,0,1,3.147985320683805,3,0.0,144,6,319,1920
685,576,0,2.9334872878487053,1,0.0,0,5,858,1982
998,736,3,3.366236123718293,2,286.0,21,9,1175,2005
0,414,0,2.9590413923210934,0,0.0,0,5,105,1953
674,442,2,3.207095540419218,1,360.0,128,6,780,1964
0,400,3,3.1931245983544616,0,0.0,38,6,684,2005
0,630,0,3.305351369446624,1,320.0,0,5,0,1977
616,582,3,3.1264561134318045,0,0.0,0,8,1338,2001
593,312,0,3.074816440645175,1,189.0,39,5,1188,1962
0,527,2,3.1640552918934515,0,100.0,39,7,1459,2002
1201,533,1,3.3541084391474008,0,0.0,44,7,1306,1996
0,605,2,3.155336037465062,0,0.0,33,7,1413,2001
290,0,1,2.998259338423699,1,0.0,0,5,996,1940
787,504,2,3.0382226383687185,1,260.0,0,6,1092,1964
0,625,3,3.0969100130080562,0,0.0,54,7,625,2006
0,572,2,3.2375437381428744,0,0.0,56,7,864,2004
0,280,0,2.9656719712201065,1,0.0,0,5,924,1975
300,530,2,3.0788191830988487,0,0.0,63,6,1199,1993
0,300,0,2.976808337338066,1,0.0,0,5,948,1968
338,429,0,2.9661417327390325,1,0.0,0,5,925,1965
108,366,0,2.921686475483602,1,0.0,0,5,458,1920
0,610,2,3.3919930722597127,0,0.0,214,8,1580,2004
445,487,1,3.333850145102545,0,309.0,66,7,924,1966
840,572,1,3.0253058652647704,1,0.0,110,5,1040,1976
1282,804,2,3.4204508591060683,2,705.0,140,10,2633,2001
0,280,0,3.0203612826477078,1,0.0,0,5,993,1922
0,460,2,3.2211533219547053,1,0.0,40,6,953,2000
0,360,0,2.8943160626844384,1,0.0,0,6,784,1928
641,473,0,3.106870544478654,1,0.0,83,6,1196,1977
1059,284,2,3.089551882886454,1,0.0,0,4,1134,1956
540,244,3,3.1031192535457137,1,200.0,98,5,1268,1954
0,480,3,3.1547282074401557,0,103.48106712564544,120,7,1428,2007
631,352,0,3.0511525224473814,1,255.0,0,6,1041,1976
486,275,1,3.0034605321095067,1,0.0,0,5,1008,1954
0,860,2,3.2121876044039577,2,270.0,42,8,1622,2008
503,673,2,3.2375437381428744,0,0.0,56,6,864,2003
250,322,1,3.0831441431430524,1,0.0,63,5,952,1968
369,286,2,3.0170333392987803,1,0.0,0,5,1040,1959
0,511,2,3.2322335211147335,1,653.0,64,8,1686,1981
0,462,3,3.2127201544178425,1,0.0,28,7,935,1998
1302,528,0,3.1436392352745433,1,180.0,0,5,1392,1957
428,270,0,3.1202447955463652,1,0.0,0,5,608,1953
0,390,3,3.171433900943008,0,0.0,24,6,742,2005
523,300,0,2.9872192299080047,1,0.0,0,5,971,1969
539,539,2,3.0261245167454502,1,0.0,0,6,1029,1976
945,0,1,2.9912260756924947,1,250.0,0,6,945,1975
0,478,2,3.1476763242410986,0,163.0,36,7,1405,2003
786,472,3,3.2229764498933915,1,0.0,38,6,959,2000
788,495,2,3.0310042813635367,1,0.0,88,5,1056,1975
0,672,0,3.3654879848909,1,0.0,144,5,0,1948
0,264,0,2.9628426812012423,1,0.0,0,6,918,1979
1157,528,2,3.157456768134226,0,0.0,21,5,1437,1976
360,440,2,3.028977705208778,1,0.0,55,6,1069,1977
298,441,1,3.1920095926536702,1,0.0,0,6,727,1968
624,510,1,3.2773799746672547,0,44.0,40,7,817,2002
0,895,3,3.295127085252191,0,375.0,45,8,1935,2006
0,564,3,3.473924693416157,0,300.0,0,7,710,1967
662,420,2,2.9283958522567137,0,205.0,0,6,848,2004
0,400,3,3.1684974835230326,1,22.0,72,7,384,1995
480,260,0,3.0236639181977933,1,0.0,0,5,1056,1954
301,484,0,2.9552065375419416,1,0.0,0,5,864,1983
605,564,0,3.0136796972911926,1,233.0,0,6,1032,1978
0,338,0,3.0322157032979815,1,0.0,0,5,961,1920
600,480,0,3.0916669575956846,1,203.0,0,5,1235,1961
738,719,3,3.15896526038341,0,0.0,244,7,910,1990
387,264,0,2.9943171526696366,1,232.0,0,6,483,1971
975,504,0,3.0017337128090005,1,90.0,0,6,975,1977
288,0,1,3.0025979807199086,1,0.0,24,5,1006,1959
210,0,1,3.2345172835126865,3,0.0,184,5,780,1912
0,565,2,3.2355284469075487,0,0.0,70,7,860,2004
250,308,0,2.9822712330395684,3,0.0,0,4,960,1920
1334,660,2,3.2052043639481447,0,180.0,110,7,1604,2006
351,621,0,3.345765693114488,0,0.0,207,8,2217,1970
1110,540,2,3.2657609167176105,0,312.0,73,6,1844,1969
0,380,2,3.1961761850399735,1,0.0,40,6,799,1993
0,577,2,3.1699681739968923,0,125.0,25,7,1468,1999
1249,529,3,3.2518814545525276,1,0.0,0,5,1499,1965
620,338,2,3.2127201544178425,1,183.0,0,6,1240,1958
20,578,2,3.2474822606770544,0,0.0,105,8,866,2007
75,299,3,3.0398105541483504,1,0.0,32,5,1096,1969
0,542,3,3.3207692283386865,1,123.0,63,7,791,1986
512,453,2,3.129689892199301,1,266.0,108,6,660,1966
648,410,3,3.1631613749770184,0,0.0,18,7,728,2005
1277,319,2,3.2041199826559246,1,0.0,258,5,1484,1957
340,544,2,3.230448921378274,0,120.0,23,6,1682,2003
0,389,2,3.2022157758011316,1,0.0,40,6,808,1992
650,288,0,3.1344958558346736,1,70.0,42,5,1008,1951
311,440,0,3.1586639808139894,1,0.0,0,6,855,1978
1400,866,2,3.2329961103921536,0,436.0,102,8,1710,2007
695,463,2,3.3242824552976926,0,0.0,130,7,948,1994
533,475,2,3.1699681739968923,0,289.0,44,6,725,1976
584,367,3,2.884795363948981,1,182.0,40,7,723,1998
554,426,2,3.1749315935284423,0,0.0,24,7,654,2006
1154,648,3,3.1950689964685903,2,0.0,0,8,1520,2006
210,308,0,3.059941888061955,1,0.0,0,5,980,1952
0,753,3,3.294466226161593,2,788.0,74,8,1085,2006
482,750,2,3.44870631990508,0,336.0,0,8,1453,1990
986,696,1,3.419955748489758,0,473.0,66,8,1470,1998
443,480,1,3.356790460351716,1,361.0,0,5,1105,1960
662,433,2,3.1007150865730817,1,0.0,0,6,1261,1958
637,480,3,3.1720188094245563,1,0.0,0,5,1486,1964
570,240,0,2.888179493918325,1,0.0,0,5,773,1953
0,462,2,3.1866738674997452,0,237.0,36,6,1319,1962
0,546,2,3.250175948083925,0,0.0,36,7,866,1998
569,0,1,3.0881360887005513,1,0.0,0,4,950,1959
659,420,3,2.9283958522567137,0,170.0,0,6,848,2003
0,198,0,3.1386184338994925,1,0.0,0,6,780,1937
381,440,0,3.16761267272753,1,894.0,24,6,729,1999
0,0,1,2.9390197764486663,3,0.0,0,4,440,1923
419,440,0,3.163757523981956,1,1129.0,32,6,729,1999
762,440,0,2.951337518795918,1,0.0,0,5,864,1974
0,427,3,3.2350231594952237,1,40.0,94,7,832,1998
1390,611,3,3.230704313612569,1,0.0,0,5,1390,1975
600,576,0,2.936513742478893,1,0.0,0,4,864,1972
0,512,2,3.268343913951065,1,360.0,100,6,528,1976
1398,616,3,3.2177470732627937,1,132.0,0,6,1606,1986
0,528,2,3.087781417809542,0,76.0,234,6,612,2009
308,288,3,2.967547976218862,1,0.0,0,5,928,1957
0,0,1,3.0382226383687185,3,0.0,0,4,0,1930
16,546,0,3.215108581053093,2,0.0,0,7,728,1925
404,776,2,3.15106325335375,1,420.0,169,6,708,1968
546,736,3,3.2796669440484556,2,280.0,60,8,1058,2005
248,308,3,2.971275848738105,1,0.0,0,5,936,1956
81,452,3,3.1920095926536702,1,0.0,0,6,716,1980
120,400,0,2.936513742478893,1,0.0,0,4,864,1951
986,900,0,3.218535505216528,0,295.0,136,7,1654,2002
0,576,0,3.15106325335375,0,0.0,0,5,816,1918
1163,856,1,3.3738311450738303,0,673.0,128,8,1252,1999
442,436,0,3.0281644194244697,0,0.0,0,4,1067,1950
0,539,0,3.279210512601395,1,0.0,0,6,0,1978
0,420,3,3.1922886125681202,0,18.0,20,7,1374,2003
0,486,3,3.2645817292380777,1,30.0,81,7,1195,1998
